<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
LKOH,D,20170710,000000,2859.0000000,492660
LKOH,D,20170711,000000,2875.0000000,485710
LKOH,D,20170712,000000,2914.5000000,715617
LKOH,D,20170713,000000,2908.5000000,554314
LKOH,D,20170714,000000,2923.0000000,516522
LKOH,D,20170717,000000,2880.0000000,749644
LKOH,D,20170718,000000,2840.0000000,524071
LKOH,D,20170719,000000,2896.0000000,493174
LKOH,D,20170720,000000,2896.0000000,402481
LKOH,D,20170721,000000,2842.0000000,379190
LKOH,D,20170724,000000,2826.5000000,682054
LKOH,D,20170725,000000,2835.0000000,567259
LKOH,D,20170726,000000,2833.0000000,611518
LKOH,D,20170727,000000,2851.5000000,416464
LKOH,D,20170728,000000,2794.0000000,562653
LKOH,D,20170731,000000,2797.5000000,785937
LKOH,D,20170801,000000,2864.5000000,755455
LKOH,D,20170802,000000,2938.0000000,754725
LKOH,D,20170803,000000,2930.0000000,463270
LKOH,D,20170804,000000,2903.0000000,435605
LKOH,D,20170807,000000,2917.5000000,387719
LKOH,D,20170808,000000,2974.0000000,559891
LKOH,D,20170809,000000,2939.0000000,404272
LKOH,D,20170810,000000,2901.5000000,470040
LKOH,D,20170811,000000,2860.0000000,559808
LKOH,D,20170814,000000,2883.5000000,365592
LKOH,D,20170815,000000,2874.0000000,504009
LKOH,D,20170816,000000,2846.5000000,469055
LKOH,D,20170817,000000,2841.0000000,376489
LKOH,D,20170818,000000,2829.0000000,475392
LKOH,D,20170821,000000,2854.5000000,370894
LKOH,D,20170822,000000,2897.0000000,510913
LKOH,D,20170823,000000,2893.5000000,439925
LKOH,D,20170824,000000,2894.0000000,318780
LKOH,D,20170825,000000,2915.0000000,304391
LKOH,D,20170828,000000,2920.0000000,347340
LKOH,D,20170829,000000,2894.0000000,651355
LKOH,D,20170830,000000,2905.0000000,582586
LKOH,D,20170831,000000,2940.5000000,913525
LKOH,D,20170901,000000,2915.0000000,440247
LKOH,D,20170904,000000,2895.0000000,380637
LKOH,D,20170905,000000,2883.5000000,527561
LKOH,D,20170906,000000,2919.0000000,760652
LKOH,D,20170907,000000,2876.0000000,553963
LKOH,D,20170908,000000,2925.0000000,534565
LKOH,D,20170911,000000,2909.0000000,462770
LKOH,D,20170912,000000,2961.5000000,454463
LKOH,D,20170913,000000,2938.0000000,809181
LKOH,D,20170914,000000,2970.0000000,693394
LKOH,D,20170915,000000,2978.5000000,1095373
LKOH,D,20170918,000000,3032.5000000,1399635
LKOH,D,20170919,000000,3025.0000000,625622
LKOH,D,20170920,000000,2985.0000000,882194
LKOH,D,20170921,000000,2991.5000000,871071
LKOH,D,20170922,000000,2970.0000000,778805
LKOH,D,20170925,000000,3039.5000000,818524
LKOH,D,20170926,000000,3022.0000000,663597
LKOH,D,20170927,000000,3064.5000000,557970
LKOH,D,20170928,000000,3065.0000000,546934
LKOH,D,20170929,000000,3064.0000000,429131
LKOH,D,20171002,000000,3044.5000000,402679
